g-force,time,trot,canter
4113,945093,,
4024,945118,,
3693,945143,,
3206,945169,,
3278,945199,,
3477,945223,,
4564,945249,,
4925,945274,,
4602,945325,,
3880,945459,,
4149,945484,,
3911,945511,,
3974,945537,,
3523,945562,,
3612,945587,,
3688,945612,,
3894,945638,,
4030,945664,,
4077,945689,,
4197,945715,,
4375,945739,,
4311,945765,,
4005,945795,,
3592,945819,,
3538,945845,,
3649,945870,,
3928,945896,,
3918,945921,,
4075,945946,,
4158,945972,,
4776,945997,,
3955,946022,,
3836,946048,,
3937,946073,,
4404,946099,,
4162,946178,,
3845,946203,,
3702,946229,,
3221,946254,,
3481,946304,,
3579,946441,,
3364,946470,,
3113,946496,,
3234,946523,,
3268,946548,,
3687,946573,,
4992,946598,,
4924,946624,,
4969,946650,,
4425,946674,,
4251,946700,,
3634,946725,,
5790,946751,,
3435,946777,,
3955,946801,,
4010,946827,,
3817,946852,,
4027,946878,,
3709,946903,,
3474,947161,,
3452,947186,,
3365,947212,,
3958,947236,,
4384,947262,,
4347,947309,,
3965,947449,,
4497,947475,,
4414,947502,,
4370,947527,,
4262,947553,,
3952,947578,,
3440,947603,,
3130,947629,,
3428,947654,,
3824,947680,,
4270,947705,,
4547,947731,,
4137,947756,,
3540,947785,,
3361,947811,,
2934,947836,,
2935,947862,,
3026,947888,,
4009,947913,,
5535,947939,,
5006,947964,,
4154,947990,,
4113,948016,,
3990,948041,,
3710,948068,,
3852,948201,,
3487,948254,,
3642,948282,,
3987,948331,,
3966,948470,,
3659,948539,,
4010,948579,,
4209,948604,,
3992,948630,,
4517,948656,,
4377,948680,,
4204,948706,,
3983,948731,,
3967,948757,,
4129,948783,,
4162,948808,,
4101,948834,,
3999,948859,,
3756,948885,,
3621,948911,,
3578,948936,,
3804,948962,,
3879,948987,,
4051,949013,,
4202,949039,,
3934,949068,,
3720,949094,,
3432,949120,,
3207,949145,,
3075,949171,,
3578,949196,,
4104,949222,,
5290,949248,,
4386,949273,,
2795,949348,,
4208,949458,,
4203,949486,,
4252,949512,,
3415,949537,,
3386,949563,,
3813,949588,,
3758,949614,,
3823,949640,,
4036,949665,,
3878,949749,,
3632,949775,,
3601,949800,,
3775,949826,,
4152,949852,,
4494,949877,,
4276,949903,,
3905,949928,,
3923,949954,,
4355,949980,,
3875,950005,,
4027,950031,,
4696,950056,,
4641,950082,,
4362,950108,,
4090,950132,,
3883,950158,,
3567,950183,,
3236,950213,,
3126,950239,,
3639,950264,,
4067,950290,,
4085,950370,,
3147,950476,,
3189,950504,,
4479,950530,,
5486,950554,,
4545,950580,,
4304,950605,,
3996,950631,,
4155,950657,,
3885,950682,,
3757,950708,,
4324,950733,,
3535,950759,,
3803,950785,,
3933,950814,,
3903,950840,,
3931,950865,,
3730,950891,,
4324,950917,,
4061,950942,,
4004,950968,,
3955,950993,,
3847,951019,,
3649,951045,,
3490,951070,,
3565,951096,,
3557,951121,,
3575,951147,,
3400,951172,,
4053,951197,,
4124,951223,,
4034,951248,,
4023,951274,,
4101,951374,,
4312,951462,,
3940,951490,,
3790,951516,,
3708,951541,,
3523,951567,,
3573,951592,,
3695,951618,,
3990,951644,,
4168,951669,,
4565,951694,,
4266,951719,,
3787,951745,,
3411,951771,,
3161,951796,,
3131,951822,,
3295,951847,,
4320,951873,,
5209,951899,,
4742,951928,,
4281,951954,,
4468,951980,,
4225,952004,,
3992,952030,,
3693,952055,,
3842,952081,,
4392,952107,,
4303,952133,,
4174,952158,,
3780,952183,,
3430,952209,,
3554,952235,,
3598,952260,,
3831,952309,,
3613,952445,,
3405,952471,,
3844,952498,,
4091,952527,,
4174,952553,,
3967,952579,,
4281,952604,,
4415,952630,,
4842,952655,,
4150,952681,,
4484,952761,,
4286,952786,,
3995,952812,,
3582,952838,,
3528,952863,,
3689,952888,,
3518,952913,,
3733,952939,,
3954,952965,,
4375,952990,,
4609,953016,,
4041,953041,,
3397,953071,,
3264,953097,,
3269,953122,,
3622,953147,,
3847,953172,,
5135,953198,,
4777,953224,,
3881,953249,,
3972,953275,,
3944,953324,,
4044,953464,,
3655,953531,,
3721,953558,,
3782,953583,,
3845,953609,,
3958,953634,,
4123,953660,,
4021,953686,,
3711,953715,,
3364,953741,,
3335,953766,,
3319,953792,,
3588,953818,,
4226,953843,,
4252,953869,,
4487,953893,,
4449,953919,,
4490,953945,,
4467,953970,,
4149,953996,,
3973,954021,,
4321,954047,,
4564,954097,,
3673,954229,,
3861,954256,,
4087,954281,,
3988,954347,,
3625,954471,,
4877,954498,,
4707,954523,,
4535,954549,,
4151,954574,,
4022,954600,,
4127,954626,,
4514,954651,,
4268,954677,,
3787,954702,,
3740,954728,,
3952,954754,,
3692,954779,,
3233,954805,,
3152,954830,,
3352,954856,,
3856,954882,,
4248,954907,,
4190,954932,,
4202,954961,,
4226,954987,,
3738,955013,,
3867,955038,,
3714,955064,,
3534,955089,,
4061,955115,,
3853,955140,,
3776,955165,,
4485,955191,,
4989,955216,,
4833,955242,,
4167,955268,,
4470,955317,,
3409,955449,,
3505,955475,,
3825,955501,,
4272,955527,,
4248,955556,,
4157,955582,,
3966,955608,,
3863,955633,,
3296,955659,,
3426,955684,,
3389,955710,,
3976,955736,,
4966,955761,,
4366,955787,,
4092,955811,,
4249,955837,,
4255,955863,,
3856,955943,,
4313,955969,,
4069,955995,,
3629,956020,,
3631,956046,,
3665,956071,,
3738,956101,,
3790,956126,,
4091,956160,,
4193,956185,,
4178,956211,,
3982,956235,,
4032,956261,,
3850,956302,,
4139,956437,,
4640,956474,,
4651,956500,,
4030,956527,,
4089,956553,,
4644,956577,,
4481,956603,,
4435,956628,,
4103,956654,,
3645,956680,,
3330,956709,,
3338,956734,,
3245,956760,,
3249,956785,,
3880,956811,,
4581,956836,,
4397,956862,,
4389,956888,,
3922,956913,,
3388,956939,,
3085,956964,,
2260,956989,,
4208,957015,,
4811,957040,,
4194,957066,,
3971,957091,,
4494,957117,,
4621,957143,,
4581,957168,,
4426,957198,,
4639,957222,,
3084,957248,,
4033,957274,,
4145,957314,,
4693,957450,,
4864,957534,,
4965,957560,,
4215,957586,,
2961,957612,,
3727,957637,,
3764,957663,,
4318,957688,,
4607,957714,,
3639,957740,,
4222,957765,,
4748,957791,,
5263,957816,,
5083,957846,,
3978,957871,,
3023,957896,,
2709,957922,,
2794,957947,,
3104,957973,,
3288,957999,,
3862,958024,,
4487,958050,,
4455,958075,,
3885,958101,,
3916,958127,,
3512,958151,,
2917,958177,,
2641,958202,,
3376,958228,,
5108,958254,,
5096,958279,,
3712,958327,,
4227,958460,,
3689,958487,,
3265,958514,,
3321,958539,,
3326,958565,,
4227,958590,,
4326,958615,,
4276,958641,,
4444,958666,,
4126,958692,,
3959,958717,,
3764,958743,,
3577,958769,,
3257,958794,,
3496,958820,,
3916,958845,,
3434,958871,,
4667,958897,,
4580,958926,,
4578,959005,,
5024,959031,,
4923,959056,,
4535,959082,,
4018,959108,,
3588,959133,,
3255,959159,,
3100,959184,,
3071,959210,,
3587,959235,,
3983,959260,,
4344,959286,,
3421,959361,,
4219,959471,,
4279,959499,,
4258,959524,,
3958,959550,,
3469,959576,,
4013,959604,,
4064,959630,,
4835,959655,,
3986,959681,,
4067,959707,,
3338,959732,,
2745,959757,,
2904,959782,,
3455,959808,,
3653,959834,,
4045,959859,,
4306,959885,,
4684,959910,,
4455,959935,,
4178,959961,,
3786,959986,,
3515,960012,,
3301,960037,,
3606,960066,,
4094,960134,,
5232,960253,,
4952,960280,,
3591,960360,,
3920,960465,,
4204,960493,,
4263,960519,,
4197,960544,,
3790,960569,,
3527,960594,,
3133,960620,,
3155,960646,,
4149,960671,,
4832,960697,,
3962,960721,,
4199,960747,,
4446,960773,,
4158,960798,,
4592,960824,,
4091,960848,,
4206,960874,,
4278,960900,,
4061,960925,,
3708,960951,,
3419,960975,,
3668,961001,,
3449,961027,,
3669,961052,,
3947,961078,,
4295,961103,,
4115,961129,,
4170,961154,,
3916,961179,,
3440,961205,,
3357,961230,,
3227,961256,,
3092,961286,,
4175,961395,,
4349,961518,,
4525,961546,,
4110,961570,,
3767,961596,,
3602,961622,,
3493,961647,,
3470,961673,,
3589,961698,,
3966,961724,,
4292,961748,,
4507,961774,,
4239,961800,,
3862,961825,,
3410,961851,,
3453,961876,,
2843,961902,,
2764,961927,,
3880,961956,,
4818,961982,,
4514,962008,,
4017,962033,,
4068,962059,,
4274,962084,,
5667,962109,,
4088,962135,,
3969,962203,,
3913,962229,,
3590,962254,,
3442,962280,,
3534,962344,,
4106,962464,,
3607,962491,,
3473,962516,,
3368,962542,,
3268,962568,,
3948,962597,,
3812,962623,,
4051,962649,,
4377,962674,,
4999,962700,,
4768,962725,,
4384,962750,,
3558,962776,,
4147,962801,,
4654,962827,,
4149,962852,,
3854,962878,,
3782,962904,,
3587,962928,,
3482,962954,,
3690,962979,,
3839,963005,,
4144,963031,,
4330,963056,,
4017,963085,,
3938,963110,,
3542,963136,,
3508,963162,,
3383,963187,,
3455,963212,,
4421,963237,,
4396,963263,,
4220,963289,,
4664,963354,,
4034,963474,,
4007,963501,,
3564,963526,,
3186,963552,,
3569,963577,,
3767,963603,,
3775,963629,,
4205,963654,,
4371,963679,,
4140,963708,,
3961,963734,,
3750,963760,,
3610,963784,,
3634,963810,,
3292,963835,,
4155,963868,,
4162,963894,,
4222,963919,,
4542,963945,,
4832,963971,,
4417,963996,,
3970,964021,,
3680,964046,,
4422,964072,,
4294,964098,,
4151,964122,,
4048,964148,,
3745,964177,,
3717,964203,,
3725,964228,,
3734,964253,,
3994,964279,,
4610,964304,,
4559,964330,,
3534,964393,,
3865,964514,,
4467,964540,,
4844,964567,,
4039,964592,,
4962,964618,,
4626,964643,,
4081,964668,,
4290,964694,,
3426,964719,,
3527,964745,,
3771,964770,,
3725,964799,,
3809,964825,,
3589,964850,,
3738,964875,,
3952,964900,,
4175,964926,,
4183,964952,,
4091,964976,,
3841,965002,,
3912,965027,,
3580,965053,,
3841,965078,,
3197,965103,,
3026,965129,,
4039,965198,,
5198,965224,,
4761,965250,,
4260,965274,,
3849,965303,,
4215,965328,,
4355,965376,,
3858,965507,,
3933,965533,,
4441,965560,,
4492,965584,,
4107,965610,,
4264,965636,,
4182,965661,,
3991,965687,,
3293,965711,,
3367,965737,,
3863,965763,,
4090,965788,,
4461,965814,,
4097,965838,,
4934,965864,,
4217,965890,,
4586,965917,,
4157,965942,,
4849,965967,,
4236,965993,,
3152,966019,,
2953,966044,,
3152,966070,,
3837,966119,,
3469,966274,,
4574,966417,,
4034,966487,,
4756,966512,,
5088,966538,,
4640,966563,,
4077,966589,,
3757,966615,,
3587,966639,,
3835,966665,,
3513,966690,,
3803,966720,,
4607,966745,,
4799,966770,,
4335,966796,,
4054,966822,,
3477,966848,,
3383,966874,,
2995,966899,,
3182,966925,,
4007,966950,,
4759,966976,,
3715,967002,,
4097,967027,,
4836,967053,,
4432,967078,,
4166,967104,,
4056,967130,,
4335,967155,,
3826,967184,,
3911,967209,,
3744,967235,,
3395,967261,,
3266,967286,,
4319,967377,,
3994,967474,,
3366,967501,,
3483,967527,,
3190,967553,,
3737,967578,,
3978,967604,,
3815,967629,,
4508,967655,,
4737,967681,,
4811,967706,,
4151,967732,,
3801,967757,,
4559,967795,,
4495,967821,,
4190,967846,,
3987,967872,,
3795,967898,,
3446,967923,,
3314,967949,,
3955,967974,,
4228,968000,,
4335,968026,,
4494,968051,,
4357,968077,,
3896,968102,,
3299,968128,,
3227,968154,,
3123,968179,,
3054,968205,,
3791,968230,,
4861,968256,,
5074,968286,,
4742,968376,,
4038,968474,,
3972,968502,,
3846,968527,,
3606,968553,,
3430,968579,,
3578,968604,,
3661,968630,,
4028,968654,,
4501,968680,,
4389,968706,,
4027,968731,,
3992,968757,,
3788,968782,,
3601,968808,,
3275,968834,,
3452,968859,,
3850,968885,,
3794,968914,,
4001,968939,,
4652,968965,,
5063,968990,,
4313,969017,,
3604,969041,,
4337,969067,,
4829,969093,,
4518,969118,,
4137,969144,,
3661,969169,,
3516,969195,,
3362,969221,,
3473,969246,,
3782,969272,,
4480,969321,,
3235,969458,,
3424,969484,,
4129,969510,,
4612,969541,,
3761,969567,,
4631,969592,,
4653,969618,,
4496,969644,,
4326,969669,,
3999,969695,,
4096,969720,,
4117,969745,,
4116,969771,,
3526,969796,,
2903,969822,,
3019,969847,,
3279,969873,,
3625,969899,,
3959,969924,,
4059,969950,,
4537,969975,,
4475,970005,,
4412,970030,,
3826,970055,,
3129,970081,,
3478,970106,,
3495,970132,,
3802,970158,,
4935,970183,,
4629,970209,,
4578,970234,,
3845,970260,,
3718,970286,,
4616,970350,,
3120,970516,,
4674,970565,,
4796,970592,,
4588,970617,,
3858,970643,,
3544,970673,,
3207,970698,,
3554,970724,,
4267,970749,,
4784,970775,,
4490,970801,,
4648,970826,,
4257,970851,,
5998,970876,,
4381,970902,,
4661,970928,,
4658,970953,,
4197,970979,,
3389,971004,,
2926,971030,,
2896,971056,,
2838,971081,,
2990,971107,,
3520,971132,,
4113,971162,,
4643,971188,,
4582,971213,,
4455,971239,,
4086,971265,,
3745,971290,,
3604,971379,,
4737,971478,,
4704,971546,,
4699,971572,,
3991,971597,,
3523,971623,,
3063,971649,,
3051,971674,,
3024,971700,,
3169,971725,,
4103,971751,,
4616,971777,,
5132,971806,,
4499,971832,,
4066,971856,,
3758,971882,,
3455,971908,,
2954,971933,,
3638,971959,,
4083,971984,,
4566,972010,,
4621,972036,,
4542,972061,,
4884,972102,,
4156,972238,,
2511,972274,,
2520,972301,,
3512,972351,,
3951,972482,,
3886,972509,,
3098,972535,,
3472,972564,,
3761,972590,,
3371,972615,,
3345,972641,,
5205,972666,,
5588,972692,,
3987,972718,,
4450,972743,,
5275,972769,,
4511,972794,,
4158,972820,,
3592,972846,,
3528,972871,,
3404,972897,,
3303,972921,,
3558,972947,,
3835,972973,,
4441,972998,,
4598,973028,,
4242,973053,,
3833,973079,,
3731,973105,,
3544,973130,,
3332,973156,,
3213,973181,,
4359,973207,,
4871,973233,,
4625,973258,,
4253,973284,,
5681,973309,,
4601,973383,,
2819,973495,,
3078,973521,,
3493,973548,,
4034,973574,,
4425,973599,,
4928,973625,,
4412,973654,,
4206,973679,,
3716,973705,,
2855,973730,,
3293,973756,,
3600,973782,,
3538,973807,,
4811,973833,,
5244,973858,,
4145,973884,,
4083,973910,,
4858,973935,,
4864,973960,,
4417,973985,,
3902,974011,,
3388,974036,,
3272,974062,,
3052,974088,,
3322,974117,,
4155,974143,,
4497,974169,,
4672,974194,,
4157,974220,,
4003,974245,,
3817,974271,,
3419,974297,,
4479,974375,,
4292,974518,,
3799,974573,,
3761,974599,,
3998,974624,,
3644,974650,,
3323,974675,,
3893,974745,,
3911,974771,,
4145,974796,,
4104,974821,,
3819,974851,,
3649,974876,,
3615,974902,,
3390,974927,,
3234,974953,,
3678,974979,,
3571,975004,,
3601,975029,,
5138,975054,,
5468,975080,,
4861,975106,,
3730,975131,,
4570,975157,,
4885,975182,,
4221,975208,,
3661,975234,,
3206,975259,,
3136,975285,,
3745,975336,,
4148,975467,,
4142,975494,,
3668,975520,,
3291,975546,,
3962,975571,,
4707,975597,,
4690,975623,,
4666,975647,,
4588,975673,,
4830,975698,,
4794,975724,,
4254,975750,,
4140,975775,,
4501,975801,,
3217,975826,,
2993,975852,,
3074,975878,,
3094,975903,,
3663,975932,,
4157,975958,,
4310,975983,,
4286,976009,,
4021,976034,,
3916,976060,,
3443,976084,,
3124,976110,,
3320,976136,,
3368,976161,,
3813,976187,,
5182,976212,,
4582,976238,,
3772,976264,,
4232,976289,,
5386,976340,,
3063,976467,,
3426,976494,,
3956,976525,,
4461,976549,,
4599,976575,,
4323,976601,,
4251,976626,,
3682,976652,,
3138,976677,,
2787,976703,,
3877,976729,,
5266,976753,,
4548,976779,,
4775,976804,,
4326,976830,,
4206,976856,,
3889,976881,,
3897,976907,,
3863,976932,,
4200,976958,,
4109,976984,,
3070,977012,,
2836,977038,,
3164,977063,,
4242,977089,,
4580,977115,,
4604,977139,,
4415,977165,,
4094,977190,,
3694,977216,,
3656,977242,,
3296,977267,,
2826,977293,,
3381,977358,,
4711,977479,,
5474,977505,,
4729,977531,,
3862,977557,,
3265,977583,,
3514,977612,,
4101,977638,,
4298,977664,,
4330,977733,,
3753,977759,,
3318,977784,,
3241,977810,,
2794,977835,,
2838,977860,,
4269,977886,,
3958,977911,,
4552,977937,,
4696,977963,,
4553,977988,,
4351,978014,,
4015,978038,,
4589,978064,,
4617,978114,,
3856,978250,,
4301,978280,,
4221,978307,,
4180,978376,,
3553,978516,,
4885,978580,,
4373,978608,,
4678,978633,,
5159,978659,,
4568,978684,,
4182,978710,,
3694,978736,,
3271,978761,,
3037,978787,,
2818,978811,,
3682,978837,,
3981,978863,,
4361,978888,,
4494,978914,,
4369,978939,,
3856,978965,,
3696,978991,,
3588,979015,,
3386,979041,,
4434,979066,,
4328,979092,,
4650,979118,,
4567,979143,,
4622,979169,,
4825,979193,,
4251,979219,,
4772,979245,,
4445,979270,,
4580,979296,,
3658,979437,,
4417,979491,,
4893,979518,,
4312,979544,,
4100,979572,,
3144,979598,,
3039,979623,,
3443,979649,,
3254,979675,,
4590,979700,,
5258,979726,,
4648,979751,,
4318,979776,,
4110,979802,,
4847,979827,,
4851,979853,,
4354,979878,,
3559,979904,,
3233,979930,,
3309,979955,,
3164,979981,,
4030,980005,,
4482,980035,,
4713,980061,,
4360,980086,,
3949,980112,,
3747,980137,,
3678,980162,,
3210,980188,,
3223,980213,,
4127,980239,,
4394,980264,,
4070,980290,,
4458,980316,,
4627,980363,,
4251,980495,,
3134,980521,,
3037,980547,,
3169,980573,,
3710,980598,,
3897,980624,,
4043,980654,,
4582,980679,,
4561,980704,,
4222,980729,,
3965,980755,,
3601,980781,,
2760,980806,,
3496,980832,,
3601,980857,,
5108,980936,,
4521,980962,,
3339,980987,,
4385,981013,,
5083,981039,,
4958,981064,,
4579,981089,,
3917,981114,,
3369,981140,,
3142,981170,,
3217,981195,,
3418,981220,,
4334,981245,,
4541,981271,,
4701,981297,,
3630,981368,,
3909,981482,,
4129,981508,,
4641,981534,,
4994,981560,,
5161,981585,,
4101,981610,,
4739,981636,,
4799,981661,,
4695,981687,,
4154,981712,,
2555,981738,,
2550,981764,,
3018,981792,,
3995,981818,,
3915,981843,,
4373,981869,,
5637,981894,,
4714,981919,,
4214,981945,,
3350,981970,,
2723,981996,,
3058,982022,,
3662,982047,,
4027,982072,,
5086,982097,,
4504,982123,,
3956,982149,,
3602,982174,,
5148,982200,,
5162,982225,,
4753,982254,,
4187,982280,,
3384,982305,,
3190,982370,,
4028,982491,,
3890,982516,,
3894,982543,,
3378,982568,,
3495,982594,,
4038,982620,,
4090,982645,,
4387,982670,,
4310,982695,,
4533,982721,,
5297,982747,,
4388,982772,,
4776,982798,,
4728,982822,,
4766,982848,,
3652,982878,,
2730,982903,,
2146,982928,,
2635,982953,,
3262,982979,,
3665,983005,,
3707,983030,,
4463,983056,,
4855,983080,,
4616,983106,,
4514,983132,,
4042,983157,,
3531,983183,,
3032,983207,,
3580,983233,,
3965,983259,,
3690,983284,,
4513,983324,,
4865,983471,,
3207,983567,,
3365,983592,,
3729,983619,,
3786,983645,,
4254,983669,,
4473,983695,,
3933,983720,,
4320,983746,,
3978,983771,,
3895,983796,,
3331,983822,,
3029,983847,,
3492,983872,,
4975,983898,,
3437,983923,,
4811,984002,,
4141,984028,,
4433,984053,,
4726,984081,,
4520,984107,,
3175,984171,,
4120,984291,,
4783,984317,,
4958,984344,,
4239,984369,,
3814,984394,,
3518,984420,,
3133,984445,,
3524,984471,,
3606,984496,,
3803,984521,,
4952,984547,,
4855,984572,,
4473,984597,,
4152,984623,,
3931,984648,,
4832,985133,,
4167,985180,,
3317,985312,,
3501,985337,,
3745,985364,,
3978,985390,,
4026,985415,,
3887,985441,,
3762,985466,,
3494,985491,,
3629,985517,,
3574,985542,,
4013,985568,,
4319,985593,,
4385,985619,,
4271,985644,,
4254,985669,,
3700,985695,,
3682,985720,,
3338,985749,,
3832,985775,,
4113,985800,,
3779,985826,,
4614,985851,,
4152,985877,,
3923,985904,,
4318,985929,,
4324,985955,,
4024,985980,,
4139,986006,,
4592,986032,,
4229,986057,,
4024,986083,,
4056,986108,,
3717,986134,,
3308,986182,,
4181,986313,,
3774,986344,,
3437,986371,,
3440,986396,,
3550,986422,,
4705,986447,,
4041,986473,,
4265,986499,,
4305,986524,,
4326,986550,,
4441,986575,,
4332,986601,,
4235,986627,,
3893,986652,,
3930,986678,,
3917,986703,,
3893,986729,,
3816,986755,,
3606,986780,,
3569,986806,,
3544,986834,,
3501,986860,,
3699,986886,,
4142,986911,,
4218,986937,,
4214,986962,,
4153,986988,,
3647,987014,,
3499,987039,,
3303,987066,,
3587,987091,,
4105,987117,,
4461,987247,,
3876,987303,,
4341,987331,,
4275,987357,,
4059,987382,,
4019,987408,,
3911,987445,,
3736,987470,,
3866,987496,,
3748,987522,,
4281,987602,,
4006,987628,,
3704,987654,,
3571,987679,,
3326,987705,,
3081,987730,,
3732,987756,,
4681,987782,,
4787,987806,,
3642,987832,,
4274,987857,,
4234,987883,,
3923,987909,,
4951,987934,,
3528,987960,,
3678,987990,,
4098,988015,,
4254,988041,,
4353,988066,,
3906,988092,,
3617,988155,,
3810,988299,,
3526,988367,,
3331,988395,,
3664,988421,,
3476,988445,,
4191,988471,,
4831,988496,,
4982,988522,,
4311,988548,,
3461,988573,,
4396,988599,,
4687,988624,,
4396,988654,,
4009,988680,,
3625,988705,,
3586,988731,,
3057,988756,,
3573,988782,,
4214,988808,,
4466,988833,,
4582,988859,,
4116,988884,,
4128,988910,,
3605,988936,,
3317,988961,,
3088,988987,,
2967,989012,,
3945,989038,,
4572,989064,,
4628,989089,,
4556,989115,,
3924,989221,,
3486,989303,,
2772,989331,,
3176,989357,,
3994,989382,,
4356,989408,,
4083,989433,,
4276,989459,,
4573,989485,,
4110,989510,,
3813,989536,,
3539,989560,,
3159,989586,,
3477,989612,,
3458,989637,,
3906,989663,,
5014,989688,,
4712,989714,,
4515,989740,,
2994,989765,,
5280,989791,,
4135,989816,,
4526,989842,,
4033,989868,,
3759,989893,,
3606,989919,,
3483,989943,,
3733,989969,,
3494,989995,,
4186,990020,,
4666,990046,,
4394,990071,,
4005,990097,,
3278,990188,,
4742,990285,,
4393,990312,,
4501,990338,,
4427,990367,,
4481,990393,,
4681,990418,,
4608,990444,,
4081,990470,,
3356,990495,,
2795,990521,,
3011,990546,,
3250,990572,,
3823,990598,,
3865,990623,,
4417,990693,,
4245,990718,,
3592,990744,,
3095,990770,,
3611,990795,,
3471,990821,,
3703,990846,,
4335,990872,,
5150,990901,,
4528,990926,,
3702,990952,,
4588,990978,,
4861,991003,,
4725,991029,,
4333,991054,,
3881,991080,,
3193,991126,,
4349,991267,,
4147,991293,,
3636,991320,,
3578,991345,,
3529,991371,,
4055,991396,,
4055,991422,,
4185,991448,,
4434,991473,,
4645,991503,,
4653,991528,,
5629,991554,,
4395,991580,,
4521,991605,,
4535,991631,,
4441,991656,,
3654,991682,,
2835,991708,,
2846,991732,,
2981,991758,,
3410,991783,,
3971,991809,,
4454,991835,,
4506,991860,,
4640,991886,,
4111,991911,,
3889,991937,,
3630,991963,,
3093,991988,,
3378,992014,,
3818,992039,,
3871,992064,,
4379,992090,,
5393,992120,,
5068,992250,,
3180,992304,,
3138,992330,,
3441,992356,,
3623,992381,,
4278,992407,,
5084,992433,,
5031,992458,,
3887,992484,,
3740,992509,,
3760,992535,,
3182,992561,,
3269,992590,,
4463,992616,,
3966,992641,,
4159,992666,,
4375,992692,,
4465,992717,,
4420,992743,,
4249,992769,,
4794,992794,,
4548,992820,,
4682,992845,,
4003,992871,,
2993,992897,,
2560,992922,,
2801,992948,,
3294,992973,,
3827,992999,,
4154,993025,,
4942,993054,,
4605,993079,,
4071,993104,,
3380,993210,,
3869,993350,,
5259,993388,,
5016,993414,,
4428,993439,,
3759,993465,,
3384,993490,,
3141,993516,,
3480,993541,,
4037,993566,,
4366,993592,,
4670,993617,,
4559,993643,,
3645,993669,,
3458,993694,,
3026,993774,,
4230,993804,,
4907,993828,,
3478,993854,,
4368,993880,,
4524,993905,,
3980,993931,,
4377,993956,,
3958,993982,,
4108,994008,,
3942,994033,,
3527,994058,,
3462,994083,,
3278,994131,,
3985,994272,,
3644,994297,,
3590,994323,,
3404,994350,,
2720,994375,,
3678,994405,,
3797,994430,,
3742,994456,,
4782,994482,,
4762,994506,,
5001,994532,,
4401,994557,,
4100,994583,,
4687,994609,,
4509,994634,,
3914,994660,,
3661,994685,,
3641,994711,,
3373,994737,,
3464,994762,,
3195,994788,,
3823,994813,,
4708,994838,,
4515,994864,,
4069,994893,,
3785,994919,,
3835,994945,,
3278,994970,,
3934,995003,,
3942,995028,,
4663,995054,,
5010,995080,,
4220,995105,,
4087,995170,,
2363,995291,,
2340,995316,,
3352,995343,,
4075,995368,,
4061,995394,,
4681,995420,,
4983,995445,,
4492,995471,,
4121,995501,,
3508,995526,,
2997,995551,,
2975,995576,,
3058,995602,,
3739,995628,,
4081,995653,,
5323,995679,,
5067,995704,,
4233,995730,,
3635,995756,,
4935,995781,,
4874,995807,,
4552,995832,,
3856,995858,,
3489,995883,,
3361,995908,,
3230,995934,,
3267,995959,,
4182,995989,,
4565,996015,,
4663,996039,,
4289,996065,,
3799,996090,,
3696,996116,,
4275,996248,,
4859,996303,,
4928,996330,,
4289,996356,,
4597,996381,,
4491,996407,,
4284,996432,,
4053,996458,,
3222,996484,,
3149,996509,,
2775,996534,,
2902,996559,,
3864,996589,,
4503,996615,,
4764,996640,,
4649,996666,,
4353,996691,,
3940,996717,,
4063,996797,,
3283,996823,,
4443,996848,,
4686,996874,,
4551,996898,,
4392,996924,,
4252,996950,,
4395,996975,,
4679,997001,,
4289,997026,,
3686,997052,,
3285,997078,,
3403,997102,,
3966,997156,,
4183,997291,,
3798,997317,,
3318,997344,,
2949,997369,,
3965,997395,,
4037,997421,,
4191,997446,,
3982,997471,,
4644,997496,,
4451,997522,,
5417,997548,,
4114,997573,,
4605,997599,,
4542,997624,,
4561,997650,,
3680,997676,,
2646,997701,,
2760,997730,,
3342,997755,,
3757,997781,,
4018,997807,,
4122,997832,,
4485,997858,,
4431,997883,,
4142,997909,,
3767,997935,,
3222,997960,,
2952,997985,,
3925,998010,,
3631,998036,,
4112,998062,,
4676,998087,,
4978,998113,,
4825,998163,,
3571,998303,,
3262,998401,,
4017,998431,,
4667,998457,,
4351,998482,,
4261,998508,,
4041,998534,,
3441,998559,,
3164,998585,,
3183,998610,,
4415,998636,,
4226,998661,,
4191,998686,,
4273,998712,,
4396,998737,,
4396,998763,,
6104,998789,,
3960,998814,,
4287,998840,,
4002,998865,,
4090,998894,,
3517,998920,,
3247,998945,,
3104,998971,,
3452,998996,,
4026,999022,,
4105,999047,,
4145,999072,,
4614,999098,,
4457,999123,,
3105,999234,,
3966,999311,,
5239,999339,,
4889,999364,,
4075,999390,,
3283,999415,,
4310,999441,,
4834,999465,,
4554,999491,,
4322,999517,,
3704,999542,,
3290,999567,,
2947,999592,,
3427,999618,,
3968,999644,,
4238,999669,,
4702,999695,,
4612,999720,,
4072,999746,,
3670,999771,,
3248,999796,,
3151,999822,,
5078,999891,,
3860,999917,,
4521,999943,,
4584,999967,,
4470,999993,,
5133,1000023,,
4402,1000048,,
4599,1000074,,
4193,1000099,,
3979,1000125,,
2886,1000220,,
4447,1000312,,
4554,1000340,,
4444,1000366,,
4010,1000391,,
3576,1000417,,
3292,1000441,,
3945,1000467,,
3350,1000493,,
4003,1000518,,
5114,1000544,,
4840,1000569,,
4495,1000595,,
4123,1000625,,
4903,1000650,,
